refix,pretarget,multifix,urevent,tonset,dur_added,rank,first_rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency
0,1,0,23767,0.44921875,0.466796875,1,1,10,42,2,932.995910644531,639.862243652344,0,1,objects,big,0,0,faces,A,female,EX,I,1,J03,0.201171875
1,1,1,23769,1.173828125,0.216796875,2,1,5,21,4,747.841430664062,333.215515136719,0,1,faces,female,0,0,faces,A,female,EX,I,1,J03,0.201171875
0,1,0,23772,1.859375,0.21484375,3,1,13,60,7,1128.13293457031,610.131225585938,0,1,faces,male,0,0,faces,A,female,EX,I,1,J03,0.201171875
0,1,0,23777,2.923828125,0.203125,4,1,12,59,12,1131.12780761719,545.921997070312,0,1,objects,big,0,0,faces,A,female,EX,I,1,J03,0.201171875
2,1,1,23779,3.384765625,0.1875,5,0,5,21,14,746.236999511719,327.720794677734,0,1,faces,female,0,0,faces,A,female,EX,I,1,J03,0.201171875
0,1,1,23798,0.283203125,0.125,1,1,10,52,1,1074.61181640625,742.621154785156,1,0,NaN,NaN,1,0,faces,P,male,VS,F,2,J03,4.400390625
0,0,0,23800,0.990234375,0.1953125,2,1,5,32,3,853.863098144531,567.232543945312,0,1,objects,small,1,0,faces,P,male,VS,F,2,J03,4.400390625
0,0,0,23801,1.216796875,0.3203125,3,1,2,14,4,650.272705078125,550.5234375,0,1,faces,male,1,0,faces,P,male,VS,F,2,J03,4.400390625
0,0,1,23802,1.5859375,0.15625,4,1,3,26,5,750.650512695312,808.852172851562,0,1,faces,male,1,0,faces,P,male,VS,F,2,J03,4.400390625
0,0,0,23804,2.03515625,0.392578125,5,0,14,79,7,1330.52954101562,728.680908203125,0,1,faces,female,1,0,faces,P,male,VS,F,2,J03,4.400390625
0,0,0,23805,2.443359375,0.341796875,6,0,13,70,8,1236.357421875,732.13671875,0,1,faces,female,1,0,faces,P,male,VS,F,2,J03,4.400390625
0,0,0,23807,2.986328125,0.150390625,7,0,12,66,10,1235.02014160156,317.8662109375,0,1,objects,small,1,0,faces,P,male,VS,F,2,J03,4.400390625
0,0,1,23808,3.169921875,0.2578125,8,0,8,47,11,1051.15307617188,243.450958251953,0,1,faces,female,1,0,faces,P,male,VS,F,2,J03,4.400390625
0,0,0,23810,3.935546875,0.134765625,9,0,1,13,13,616.215942382812,451.605529785156,0,1,faces,female,1,0,faces,P,male,VS,F,2,J03,4.400390625
1,1,0,23828,0.4296875,0.177734375,1,1,11,56,2,1130.96508789062,243.487655639648,0,1,faces,female,0,0,faces,A,male,VS,I,3,J03,8.599609375
0,1,0,23829,0.642578125,0.4140625,2,1,8,37,3,934.43115234375,144.587326049805,0,1,faces,female,0,0,faces,A,male,VS,I,3,J03,8.599609375
2,1,1,23830,1.10546875,0.12109375,3,1,11,56,4,1164.94458007812,226.93913269043,0,1,faces,female,0,0,faces,A,male,VS,I,3,J03,8.599609375
0,1,0,23832,1.521484375,0.326171875,4,1,15,75,6,1328.83166503906,325.3955078125,0,1,faces,male,0,0,faces,A,male,VS,I,3,J03,8.599609375
0,1,1,23834,2.0546875,0.13671875,5,0,14,68,8,1257.83227539062,504.188385009766,0,1,faces,male,0,0,faces,A,male,VS,I,3,J03,8.599609375
0,1,0,23836,2.359375,0.4140625,6,0,10,52,10,1040.09399414062,718.2490234375,0,1,faces,female,0,0,faces,A,male,VS,I,3,J03,8.599609375
0,1,0,23837,2.798828125,0.294921875,7,0,12,62,11,1127.32849121094,831.067810058594,0,1,objects,small,0,0,faces,A,male,VS,I,3,J03,8.599609375
0,1,0,23838,3.109375,0.419921875,8,0,13,63,12,1124.369140625,911.223754882812,0,1,faces,female,0,0,faces,A,male,VS,I,3,J03,8.599609375
0,1,1,23839,3.576171875,0.26171875,9,0,5,27,13,748.587951660156,904.314758300781,0,1,faces,male,0,0,faces,A,male,VS,I,3,J03,8.599609375
0,1,0,23859,0.369140625,0.28515625,1,1,11,50,2,1045.61267089844,547.485107421875,0,1,objects,big,0,1,objects,A,big,EX,O,4,J03,12.798828125
0,1,1,23860,0.703125,0.109375,2,1,14,79,3,1359.95971679688,707.950134277344,0,1,faces,male,0,1,objects,A,big,EX,O,4,J03,12.798828125
0,1,1,23862,1.134765625,0.189453125,3,1,15,81,5,1354.79675292969,912.668273925781,0,1,faces,female,0,1,objects,A,big,EX,O,4,J03,12.798828125
0,1,1,23864,1.677734375,0.119140625,4,1,2,18,7,694.005920410156,894.430053710938,0,1,faces,male,0,1,objects,A,big,EX,O,4,J03,12.798828125
0,1,0,23867,2.193359375,0.279296875,5,0,6,26,10,723.52099609375,841.907104492188,0,1,faces,female,0,1,objects,A,big,EX,O,4,J03,12.798828125
0,1,1,23868,2.505859375,0.142578125,6,0,5,23,11,739.042053222656,508.597869873047,0,1,faces,male,0,1,objects,A,big,EX,O,4,J03,12.798828125
