refix,pretarget,multifix,urevent,tonset,dur_added,rank,first_rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency,VSNTpre_VSNTpost
0,0.0,0,25914,3.921875,0.14453125,4.0,1.0,10,53,18,1085.39965820312,831.817565917969,0,1,faces,male,0,1,faces,A,female,VS,I,123,E04,512.505859375,0
0,0.0,0,25931,1.125,0.41796875,2.0,1.0,15,76,6,1404.26013183594,453.059539794922,0,1,objects,big,0,1,objects,A,big,VS,O,124,E04,516.705078125,0
0,0.0,0,25932,1.609375,0.2265625,3.0,1.0,1,18,7,659.892700195312,972.647521972656,0,1,faces,male,0,1,objects,A,big,VS,O,124,E04,516.705078125,0
0,0.0,0,25933,1.875,0.3203125,4.0,1.0,10,62,8,1208.85046386719,856.386840820312,0,1,objects,big,0,1,objects,A,big,VS,O,124,E04,516.705078125,0
1,0.0,0,25934,2.2578125,0.212890625,5.0,0.0,7,41,9,965.888977050781,572.302124023438,0,1,faces,male,0,1,objects,A,big,VS,O,124,E04,516.705078125,0
0,0.0,0,25935,2.521484375,0.33203125,6.0,0.0,4,29,10,868.497863769531,267.27685546875,0,1,faces,male,0,1,objects,A,big,VS,O,124,E04,516.705078125,0
0,0.0,0,25938,3.466796875,0.22265625,8.0,0.0,9,56,13,1164.74340820312,289.478454589844,0,1,faces,male,0,1,objects,A,big,VS,O,124,E04,516.705078125,0
0,1.0,0,25966,1.23828125,0.2265625,3.0,1.0,9,50,8,1094.41943359375,551.260314941406,0,1,objects,small,1,1,faces,P,female,VS,F,125,E04,520.904296875,1
0,1.0,0,25967,1.48828125,0.12109375,4.0,1.0,14,68,9,1228.39489746094,560.318603515625,0,1,faces,male,1,1,faces,P,female,VS,F,125,E04,520.904296875,1
0,1.0,0,25968,1.62890625,0.19140625,5.0,0.0,12,60,10,1199.619140625,608.521728515625,0,1,faces,male,1,1,faces,P,female,VS,F,125,E04,520.904296875,1
0,1.0,1,25971,2.20703125,0.107421875,6.0,0.0,7,31,13,886.582458496094,484.253997802734,0,1,faces,male,1,1,faces,P,female,VS,F,125,E04,520.904296875,1
0,1.0,1,25973,2.455078125,0.142578125,7.0,0.0,5,20,15,724.330322265625,248.62092590332,0,1,faces,female,1,1,faces,P,female,VS,F,125,E04,520.904296875,1
0,1.0,1,25998,1.4765625,0.208984375,2.0,1.0,15,80,8,1341.43139648438,826.916320800781,0,1,faces,male,1,1,faces,P,female,VS,F,126,E04,525.103515625,1
0,0.0,0,26003,2.9296875,0.12890625,4.0,1.0,9,49,13,1084.60974121094,467.430572509766,0,1,objects,small,1,1,faces,P,female,VS,F,126,E04,525.103515625,0
0,0.0,0,26109,3.89453125,0.14453125,4.0,1.0,8,37,22,923.4853515625,160.166976928711,0,1,faces,female,1,1,faces,P,female,VS,F,128,E04,533.501953125,0
0,0.0,0,26144,3.169921875,0.19140625,2.0,1.0,1,4,8,551.971740722656,437.955078125,0,1,faces,male,0,1,faces,A,male,VS,F,129,E04,537.701171875,0
0,0.0,1,26145,3.466796875,0.130859375,3.0,1.0,8,32,9,893.496643066406,493.851867675781,0,1,objects,small,0,1,faces,A,male,VS,F,129,E04,537.701171875,0
0,0.0,0,26182,1.68359375,0.1328125,3.0,1.0,12,69,7,1256.29431152344,665.382873535156,0,1,objects,big,1,1,objects,P,small,VS,O,130,E04,541.900390625,0
0,0.0,0,26189,3.5625,0.1875,5.0,0.0,6,24,14,763.351135253906,662.366088867188,0,1,faces,male,1,1,objects,P,small,VS,O,130,E04,541.900390625,0
1,0.0,0,26290,0.880859375,0.24609375,2.0,1.0,3,6,5,556.268737792969,677.552551269531,0,1,faces,female,0,1,objects,A,small,VS,O,134,E04,558.697265625,0
0,0.0,0,26298,2.861328125,0.1953125,4.0,1.0,15,75,13,1405.26879882812,386.18359375,0,1,faces,male,0,1,objects,A,small,VS,O,134,E04,558.697265625,0
0,0.0,0,26302,3.626953125,0.17578125,5.0,0.0,10,53,17,1073.42150878906,873.884887695312,0,1,faces,female,0,1,objects,A,small,VS,O,134,E04,558.697265625,0
0,0.0,0,26303,3.83203125,0.384765625,6.0,0.0,14,71,18,1289.37561035156,864.0009765625,0,1,objects,small,0,1,objects,A,small,VS,O,134,E04,558.697265625,0
0,0.0,0,26316,1.701171875,0.244140625,2.0,1.0,5,38,8,963.228820800781,268.479522705078,0,1,objects,big,0,1,faces,P,male,VS,F,135,E04,562.896484375,0
0,1.0,0,26331,1.083984375,0.1953125,2.0,1.0,11,68,4,1244.4423828125,567.72705078125,0,1,objects,small,1,1,objects,P,small,VS,O,136,E04,567.095703125,1
0,0.0,0,26347,1.048828125,0.19140625,2.0,1.0,2,13,4,653.442138671875,468.792755126953,0,1,faces,male,0,1,faces,A,female,VS,F,137,E04,571.294921875,0
0,0.0,1,26348,1.287109375,0.166015625,3.0,1.0,1,8,5,521.161926269531,842.219482421875,0,1,objects,big,0,1,faces,A,female,VS,F,137,E04,571.294921875,0
0,0.0,0,26350,1.640625,0.228515625,4.0,1.0,3,18,7,652.176025390625,985.178588867188,0,1,faces,female,0,1,faces,A,female,VS,F,137,E04,571.294921875,0
0,0.0,0,26351,1.912109375,0.236328125,5.0,0.0,14,71,8,1294.568359375,853.787841796875,0,1,faces,female,0,1,faces,A,female,VS,F,137,E04,571.294921875,0
0,0.0,0,26353,2.39453125,0.177734375,6.0,0.0,8,29,10,874.325622558594,279.427368164062,0,1,objects,small,0,1,faces,A,female,VS,F,137,E04,571.294921875,0
0,0.0,0,26354,2.615234375,0.23046875,7.0,0.0,15,74,11,1361.1962890625,228.397720336914,0,1,objects,big,0,1,faces,A,female,VS,F,137,E04,571.294921875,0
0,0.0,0,26355,2.904296875,0.16015625,8.0,0.0,4,19,12,761.827331542969,172.130340576172,0,1,faces,male,0,1,faces,A,female,VS,F,137,E04,571.294921875,0
0,0.0,0,26358,3.51953125,0.228515625,9.0,0.0,7,25,15,750.101867675781,715.640747070312,0,1,objects,small,0,1,faces,A,female,VS,F,137,E04,571.294921875,0
0,0.0,0,26360,3.953125,0.142578125,10.0,0.0,13,67,17,1236.00219726562,465.317749023438,0,1,faces,male,0,1,faces,A,female,VS,F,137,E04,571.294921875,0
0,0.0,0,26418,0.853515625,0.31640625,2.0,1.0,7,33,4,883.782531738281,620.259521484375,0,1,faces,male,0,1,faces,P,female,VS,I,140,E04,583.892578125,0
0,0.0,0,26420,1.37109375,0.26171875,3.0,1.0,14,72,6,1263.15759277344,939.421264648438,0,1,faces,male,0,1,faces,P,female,VS,I,140,E04,583.892578125,0
0,0.0,0,26424,2.146484375,0.248046875,4.0,1.0,5,21,10,732.213684082031,366.637054443359,0,1,faces,male,0,1,faces,P,female,VS,I,140,E04,583.892578125,0
0,0.0,0,26425,2.41796875,0.169921875,5.0,0.0,3,12,11,627.136657714844,383.185577392578,0,1,faces,male,0,1,faces,P,female,VS,I,140,E04,583.892578125,0
0,0.0,1,26461,1.453125,0.216796875,2.0,1.0,11,58,6,1135.67883300781,450.111663818359,0,1,faces,male,0,1,faces,A,male,VS,I,142,E04,592.291015625,0
0,0.0,0,26463,1.921875,0.232421875,3.0,1.0,14,65,8,1245.83459472656,289.000701904297,0,1,faces,female,0,1,faces,A,male,VS,I,142,E04,592.291015625,0
0,0.0,0,26464,2.193359375,0.126953125,4.0,1.0,5,28,9,820.186950683594,173.328109741211,0,1,objects,small,0,1,faces,A,male,VS,I,142,E04,592.291015625,0
1,0.0,1,26494,0.953125,0.125,2.0,1.0,5,14,7,625.795104980469,549.941711425781,0,1,faces,female,0,1,faces,P,female,VS,I,143,E04,596.490234375,0
0,0.0,0,26500,2.23828125,0.259765625,5.0,0.0,13,75,13,1369.25817871094,353.2490234375,0,1,faces,male,0,1,faces,P,female,VS,I,143,E04,596.490234375,0
0,0.0,0,26501,2.513671875,0.1484375,6.0,0.0,14,76,14,1388.26110839844,425.739562988281,0,1,faces,female,0,1,faces,P,female,VS,I,143,E04,596.490234375,0
0,0.0,0,26525,1.068359375,0.2109375,2.0,1.0,6,49,5,1085.81530761719,419.276916503906,0,1,faces,male,1,1,objects,P,small,VS,O,144,E04,600.689453125,0
0,0.0,0,26727,1.072265625,0.19140625,2.0,1.0,6,45,2,991.719055175781,928.788757324219,0,1,faces,male,0,1,faces,A,female,VS,F,145,E04,604.888671875,0
0,0.0,0,26728,1.2890625,0.3203125,3.0,1.0,13,72,3,1284.69738769531,931.636047363281,0,1,objects,big,0,1,faces,A,female,VS,F,145,E04,604.888671875,0
0,0.0,0,26729,1.64453125,0.2265625,4.0,1.0,12,70,4,1279.42199707031,756.384582519531,0,1,objects,big,0,1,faces,A,female,VS,F,145,E04,604.888671875,0
1,0.0,0,26730,1.916015625,0.171875,5.0,0.0,15,77,5,1336.39758300781,565.234985351562,0,1,faces,male,0,1,faces,A,female,VS,F,145,E04,604.888671875,0
0,0.0,1,26731,2.138671875,0.140625,6.0,0.0,7,50,6,1045.81982421875,549.131469726562,0,1,faces,female,0,1,faces,A,female,VS,F,145,E04,604.888671875,0
0,0.0,0,26733,2.484375,0.16796875,7.0,0.0,5,40,8,947.938293457031,455.641937255859,0,1,faces,female,0,1,faces,A,female,VS,F,145,E04,604.888671875,0
0,0.0,0,26734,2.693359375,0.201171875,8.0,0.0,10,64,9,1274.04931640625,153.356460571289,0,1,faces,female,0,1,faces,A,female,VS,F,145,E04,604.888671875,0
0,0.0,0,26736,3.103515625,0.12109375,9.0,0.0,1,6,11,553.091735839844,676.0625,0,1,faces,female,0,1,faces,A,female,VS,F,145,E04,604.888671875,0
0,0.0,0,26754,0.966796875,0.1171875,2.0,1.0,14,76,6,1403.46813964844,477.234497070312,0,1,faces,male,0,1,objects,A,small,VS,O,146,E04,609.087890625,0
0,0.0,1,26755,1.109375,0.12109375,3.0,1.0,13,75,7,1409.52893066406,366.798828125,0,1,objects,small,0,1,objects,A,small,VS,O,146,E04,609.087890625,0
0,0.0,0,26757,1.3984375,0.236328125,4.0,1.0,6,39,9,924.490905761719,303.18994140625,0,1,faces,male,0,1,objects,A,small,VS,O,146,E04,609.087890625,0
0,0.0,0,26758,1.677734375,0.26953125,5.0,0.0,5,37,10,974.920654296875,145.184448242188,0,1,objects,small,0,1,objects,A,small,VS,O,146,E04,609.087890625,0
0,0.0,0,26764,3.1640625,0.1328125,6.0,0.0,3,30,16,822.303955078125,293.418792724609,0,1,objects,small,0,1,objects,A,small,VS,O,146,E04,609.087890625,0
0,0.0,0,26792,0.435546875,0.19921875,2.0,1.0,9,42,3,938.429443359375,667.365661621094,0,1,objects,small,1,1,objects,P,small,VS,O,149,E04,621.685546875,0
0,0.0,0,26793,0.671875,0.19140625,3.0,1.0,6,35,4,827.508117675781,833.975769042969,0,1,faces,male,1,1,objects,P,small,VS,O,149,E04,621.685546875,0
0,0.0,0,26881,2.197265625,0.15625,2.0,1.0,11,62,7,1126.86047363281,840.739379882812,0,1,objects,small,1,1,faces,P,male,VS,F,155,E04,646.880859375,0
0,1.0,1,26893,0.943359375,0.162109375,2.0,1.0,8,51,4,1102.74816894531,670.383483886719,0,1,faces,female,1,1,faces,P,female,VS,I,161,E04,672.076171875,1
0,1.0,0,26895,1.302734375,0.13671875,3.0,1.0,10,60,6,1165.74670410156,646.153564453125,0,1,faces,female,1,1,faces,P,female,VS,I,161,E04,672.076171875,1
0,1.0,1,26897,1.69140625,0.154296875,5.0,0.0,13,65,8,1277.98095703125,246.208312988281,0,1,faces,male,1,1,faces,P,female,VS,I,161,E04,672.076171875,1
0,1.0,0,26899,2.048828125,0.373046875,6.0,0.0,9,56,10,1161.29748535156,248.270736694336,0,1,faces,male,1,1,faces,P,female,VS,I,161,E04,672.076171875,1
0,1.0,0,26900,2.474609375,0.23828125,7.0,0.0,2,13,11,624.411682128906,415.034973144531,0,1,objects,big,1,1,faces,P,female,VS,I,161,E04,672.076171875,1
0,1.0,0,26901,2.744140625,0.439453125,8.0,0.0,4,21,12,773.323608398438,346.121765136719,0,1,faces,male,1,1,faces,P,female,VS,I,161,E04,672.076171875,1
0,0.0,0,26905,3.732421875,0.142578125,10.0,0.0,12,63,16,1137.23486328125,951.012084960938,0,1,faces,female,1,1,faces,P,female,VS,I,161,E04,672.076171875,0
0,0.0,1,26944,0.875,0.154296875,2.0,1.0,4,21,5,792.262634277344,369.831085205078,0,1,faces,female,0,1,objects,A,big,VS,O,165,E04,688.873046875,0
0,0.0,0,26946,1.150390625,0.306640625,3.0,1.0,9,58,7,1165.04418945312,440.448486328125,0,1,objects,big,0,1,objects,A,big,VS,O,165,E04,688.873046875,0
0,0.0,0,26948,1.6484375,0.271484375,4.0,1.0,10,62,9,1176.69299316406,865.737060546875,0,1,faces,male,0,1,objects,A,big,VS,O,165,E04,688.873046875,0
0,0.0,0,26952,2.45703125,0.189453125,5.0,0.0,11,64,13,1246.67346191406,189.320419311523,0,1,faces,male,0,1,objects,A,big,VS,O,165,E04,688.873046875,0
0,0.0,0,26956,3.1640625,0.146484375,6.0,0.0,14,79,17,1315.68798828125,757.881469726562,0,1,faces,female,0,1,objects,A,big,VS,O,165,E04,688.873046875,0
0,1.0,1,26970,0.615234375,0.2734375,2.0,1.0,4,17,2,688.790283203125,873.38623046875,0,1,faces,male,1,1,faces,P,male,VS,I,167,E04,697.271484375,1
0,1.0,0,26973,1.201171875,0.271484375,3.0,1.0,2,5,5,557.700866699219,565.023193359375,0,1,faces,female,1,1,faces,P,male,VS,I,167,E04,697.271484375,1
0,1.0,0,26975,1.650390625,0.236328125,4.0,1.0,9,40,7,972.713989257812,456.826568603516,0,1,faces,male,1,1,faces,P,male,VS,I,167,E04,697.271484375,1
1,1.0,1,26976,1.9140625,0.19921875,5.0,0.0,12,48,8,1098.46984863281,346.651306152344,0,1,faces,male,1,1,faces,P,male,VS,I,167,E04,697.271484375,1
0,0.0,1,26979,2.501953125,0.115234375,7.0,0.0,14,70,11,1288.84997558594,697.094787597656,0,1,faces,male,1,1,faces,P,male,VS,I,167,E04,697.271484375,0
0,0.0,0,27063,1.83203125,0.486328125,3.0,1.0,5,12,6,680.722717285156,352.239990234375,0,1,faces,female,1,1,faces,P,female,VS,F,171,E04,714.068359375,0
0,0.0,0,27083,3.30859375,0.10546875,3.0,1.0,6,22,7,754.874877929688,459.973999023438,0,1,objects,big,1,1,objects,P,big,VS,O,172,E04,718.267578125,0
0,1.0,1,27096,0.646484375,0.1796875,2.0,1.0,13,61,3,1193.88623046875,729.315124511719,0,1,faces,male,1,1,faces,P,female,VS,F,173,E04,722.466796875,1
0,0.0,0,27107,0.6640625,0.318359375,2.0,1.0,2,4,3,540.787963867188,425.389617919922,0,1,faces,male,0,1,faces,A,female,VS,I,174,E04,726.666015625,0
0,0.0,0,27108,1.02734375,0.251953125,3.0,1.0,8,38,4,1008.67419433594,225.306823730469,0,1,faces,male,0,1,faces,A,female,VS,I,174,E04,726.666015625,0
0,0.0,0,27109,1.294921875,0.267578125,4.0,1.0,9,47,5,1045.50793457031,211.248153686523,0,1,faces,female,0,1,faces,A,female,VS,I,174,E04,726.666015625,0
0,0.0,0,27110,1.591796875,0.15234375,5.0,0.0,14,74,6,1322.8701171875,209.60383605957,0,1,objects,small,0,1,faces,A,female,VS,I,174,E04,726.666015625,0
0,0.0,1,27112,1.974609375,0.123046875,6.0,0.0,10,53,8,1079.03588867188,852.060668945312,0,1,faces,female,0,1,faces,A,female,VS,I,174,E04,726.666015625,0
0,0.0,0,27114,2.2890625,0.216796875,7.0,0.0,11,54,10,1068.34362792969,923.865478515625,0,1,faces,female,0,1,faces,A,female,VS,I,174,E04,726.666015625,0
0,0.0,0,27115,2.5390625,0.330078125,8.0,0.0,5,26,11,759.946899414062,872.587585449219,0,1,faces,female,0,1,faces,A,female,VS,I,174,E04,726.666015625,0
0,0.0,1,27116,2.912109375,0.185546875,9.0,0.0,13,70,12,1261.84838867188,716.989135742188,0,1,faces,female,0,1,faces,A,female,VS,I,174,E04,726.666015625,0
0,0.0,0,27118,3.248046875,0.15234375,10.0,0.0,15,79,14,1376.46459960938,719.670654296875,0,1,objects,small,0,1,faces,A,female,VS,I,174,E04,726.666015625,0
0,0.0,0,27120,3.626953125,0.27734375,11.0,0.0,1,1,16,537.2666015625,141.056259155273,0,1,objects,big,0,1,faces,A,female,VS,I,174,E04,726.666015625,0
0,0.0,0,27136,1.291015625,0.322265625,2.0,1.0,10,48,5,1082.81201171875,292.269744873047,0,1,objects,small,0,1,objects,A,big,VS,O,175,E04,730.865234375,0
0,0.0,0,27143,3.267578125,0.26953125,3.0,1.0,14,76,12,1389.69226074219,401.018035888672,0,1,faces,male,0,1,objects,A,big,VS,O,175,E04,730.865234375,0
0,1.0,0,27153,1.380859375,0.193359375,2.0,1.0,7,40,5,959.423828125,485.821960449219,0,1,objects,big,1,1,objects,P,small,VS,O,176,E04,735.064453125,1
1,0.0,0,27176,1.009765625,0.205078125,2.0,1.0,10,56,4,1116.52795410156,190.669494628906,0,1,faces,male,0,1,faces,A,male,VS,I,177,E04,739.263671875,0
0,0.0,1,27177,1.275390625,0.158203125,3.0,1.0,2,10,5,691.0458984375,121.581680297852,0,1,faces,male,0,1,faces,A,male,VS,I,177,E04,739.263671875,0
0,0.0,0,27180,1.853515625,0.1328125,4.0,1.0,5,27,8,801.415405273438,951.370849609375,0,1,objects,small,0,1,faces,A,male,VS,I,177,E04,739.263671875,0
0,0.0,0,27182,2.146484375,0.201171875,5.0,0.0,1,9,10,583.301086425781,945.639404296875,0,1,faces,female,0,1,faces,A,male,VS,I,177,E04,739.263671875,0
0,0.0,1,27183,2.390625,0.125,6.0,0.0,6,33,11,843.749877929688,675.347106933594,0,1,objects,big,0,1,faces,A,male,VS,I,177,E04,739.263671875,0
0,0.0,1,27185,2.71484375,0.18359375,7.0,0.0,13,71,13,1294.75830078125,846.136413574219,0,1,objects,small,0,1,faces,A,male,VS,I,177,E04,739.263671875,0
0,0.0,0,27187,3.015625,0.16796875,8.0,0.0,14,72,15,1272.31481933594,964.337036132812,0,1,faces,female,0,1,faces,A,male,VS,I,177,E04,739.263671875,0
0,0.0,0,27189,3.41796875,0.158203125,9.0,0.0,15,75,17,1336.111328125,323.431457519531,0,1,objects,big,0,1,faces,A,male,VS,I,177,E04,739.263671875,0
0,0.0,0,27190,3.603515625,0.23046875,10.0,0.0,11,58,18,1165.18444824219,447.742126464844,0,1,faces,male,0,1,faces,A,male,VS,I,177,E04,739.263671875,0
0,0.0,0,27205,1.33984375,0.400390625,3.0,1.0,6,35,5,886.831481933594,875.427795410156,0,1,objects,small,1,1,objects,P,small,VS,O,178,E04,743.462890625,0
0,0.0,0,27206,1.76953125,0.412109375,4.0,1.0,11,52,6,1085.6513671875,765.357543945312,0,1,objects,big,1,1,objects,P,small,VS,O,178,E04,743.462890625,0
0,0.0,1,27209,2.734375,0.181640625,6.0,0.0,2,17,9,675.527526855469,849.982971191406,0,1,faces,male,1,1,objects,P,small,VS,O,178,E04,743.462890625,0
0,0.0,1,27213,3.4609375,0.333984375,7.0,0.0,7,36,13,867.122924804688,952.6318359375,0,1,objects,big,1,1,objects,P,small,VS,O,178,E04,743.462890625,0
0,0.0,1,27228,0.70703125,0.12890625,2.0,1.0,1,7,3,597.845764160156,744.516967773438,0,1,faces,male,0,1,faces,A,female,VS,F,179,E04,747.662109375,0
0,0.0,0,27231,1.1796875,0.1328125,3.0,1.0,2,13,6,676.711059570312,452.339477539062,0,1,objects,big,0,1,faces,A,female,VS,F,179,E04,747.662109375,0
0,0.0,0,27232,1.35546875,0.255859375,4.0,1.0,10,47,7,1073.63732910156,248.378753662109,0,1,faces,male,0,1,faces,A,female,VS,F,179,E04,747.662109375,0
1,0.0,0,27233,1.646484375,0.275390625,5.0,0.0,12,66,8,1271.17858886719,355.043426513672,0,1,faces,female,0,1,faces,A,female,VS,F,179,E04,747.662109375,0
1,0.0,0,27234,1.939453125,0.255859375,6.0,0.0,13,67,9,1257.04235839844,429.704864501953,0,1,faces,female,0,1,faces,A,female,VS,F,179,E04,747.662109375,0
0,0.0,0,27238,2.669921875,0.119140625,9.0,0.0,11,62,13,1201.35168457031,878.714965820312,0,1,objects,small,0,1,faces,A,female,VS,F,179,E04,747.662109375,0
0,0.0,0,27239,2.806640625,0.162109375,10.0,0.0,14,71,14,1285.9091796875,843.082946777344,0,1,faces,male,0,1,faces,A,female,VS,F,179,E04,747.662109375,0
0,0.0,0,27240,3.017578125,0.181640625,11.0,0.0,15,76,15,1360.05212402344,394.117309570312,0,1,faces,female,0,1,faces,A,female,VS,F,179,E04,747.662109375,0
0,0.0,0,27243,3.669921875,0.154296875,13.0,0.0,7,37,18,965.287902832031,152.007781982422,0,1,faces,female,0,1,faces,A,female,VS,F,179,E04,747.662109375,0
0,0.0,0,27257,1.029296875,0.19140625,3.0,1.0,13,61,4,1126.70227050781,756.498229980469,0,1,faces,male,1,1,faces,P,female,VS,I,180,E04,751.861328125,0
0,0.0,0,27259,2.328125,0.10546875,5.0,0.0,9,45,6,975.003845214844,982.59619140625,0,1,faces,female,1,1,faces,P,female,VS,I,180,E04,751.861328125,0
0,0.0,1,27262,2.859375,0.1640625,7.0,0.0,3,5,9,589.310241699219,570.233520507812,0,1,faces,female,1,1,faces,P,female,VS,I,180,E04,751.861328125,0
0,0.0,0,27264,3.20703125,0.208984375,8.0,0.0,2,3,11,567.615905761719,304.150085449219,0,1,objects,big,1,1,faces,P,female,VS,I,180,E04,751.861328125,0
0,0.0,0,27265,3.482421875,0.13671875,9.0,0.0,10,47,12,1102.76416015625,215.246551513672,0,1,faces,female,1,1,faces,P,female,VS,I,180,E04,751.861328125,0
0,0.0,0,27266,3.646484375,0.25,10.0,0.0,8,38,13,982.963195800781,199.961456298828,0,1,faces,female,1,1,faces,P,female,VS,I,180,E04,751.861328125,0
0,0.0,0,27276,0.84765625,0.28515625,2.0,1.0,10,46,4,1041.74938964844,89.8830337524414,0,1,faces,female,1,1,faces,P,female,VS,I,181,E04,756.060546875,0
0,0.0,0,27277,1.16796875,0.20703125,3.0,1.0,11,48,5,1045.29846191406,298.029144287109,0,1,objects,small,1,1,faces,P,female,VS,I,181,E04,756.060546875,0
0,0.0,0,27286,2.97265625,0.171875,5.0,0.0,15,79,14,1373.68713378906,699.746459960938,0,1,objects,big,1,1,faces,P,female,VS,I,181,E04,756.060546875,0
0,0.0,1,27309,0.7890625,0.158203125,2.0,1.0,10,44,6,914.719055175781,828.627502441406,0,1,faces,female,0,1,faces,A,male,VS,F,182,E04,760.259765625,0
0,0.0,1,27314,1.73828125,0.154296875,3.0,1.0,15,69,11,1275.09423828125,617.019775390625,0,1,faces,male,0,1,faces,A,male,VS,F,182,E04,760.259765625,0
1,0.0,0,27318,2.349609375,0.1328125,4.0,1.0,3,10,15,691.446105957031,106.676338195801,0,1,faces,female,0,1,faces,A,male,VS,F,182,E04,760.259765625,0
0,0.0,1,27366,1.365234375,0.123046875,2.0,1.0,11,41,7,949.916748046875,561.908996582031,0,1,objects,small,0,1,objects,A,small,VS,O,185,E04,772.857421875,0
0,0.0,0,27368,1.65625,0.2109375,3.0,1.0,6,21,9,735.845825195312,377.348266601562,0,1,faces,male,0,1,objects,A,small,VS,O,185,E04,772.857421875,0
0,0.0,0,27369,1.888671875,0.162109375,4.0,1.0,3,12,10,623.828186035156,333.355255126953,0,1,objects,big,0,1,objects,A,small,VS,O,185,E04,772.857421875,0
0,0.0,0,27370,2.087890625,0.26171875,5.0,0.0,9,28,11,825.401916503906,113.991790771484,0,1,faces,male,0,1,objects,A,small,VS,O,185,E04,772.857421875,0
1,0.0,0,27372,2.541015625,0.37890625,6.0,0.0,15,74,13,1343.76782226562,215.883331298828,0,1,objects,small,0,1,objects,A,small,VS,O,185,E04,772.857421875,0
0,0.0,0,27374,3.115234375,0.126953125,7.0,0.0,14,62,15,1198.22705078125,865.608215332031,0,1,faces,male,0,1,objects,A,small,VS,O,185,E04,772.857421875,0
0,0.0,1,27384,0.60546875,0.1484375,2.0,1.0,12,59,4,1168.37780761719,565.08740234375,0,1,faces,male,1,1,faces,P,female,VS,F,186,E04,777.056640625,0
0,0.0,0,27386,0.9765625,0.224609375,3.0,1.0,7,29,6,872.024719238281,211.113586425781,0,1,objects,big,1,1,faces,P,female,VS,F,186,E04,777.056640625,0
0,0.0,1,27387,1.353515625,0.19140625,4.0,1.0,13,63,7,1164.74914550781,953.739562988281,0,1,faces,female,1,1,faces,P,female,VS,F,186,E04,777.056640625,0
1,0.0,0,27391,2.13671875,0.294921875,5.0,0.0,9,47,11,1061.92602539062,250.856033325195,0,1,faces,male,1,1,faces,P,female,VS,F,186,E04,777.056640625,0
0,0.0,0,27392,2.46484375,0.140625,6.0,0.0,5,20,12,746.536804199219,222.043304443359,0,1,faces,male,1,1,faces,P,female,VS,F,186,E04,777.056640625,0
0,0.0,1,27393,2.677734375,0.103515625,7.0,0.0,15,74,13,1382.13549804688,217.84944152832,0,1,faces,female,1,1,faces,P,female,VS,F,186,E04,777.056640625,0
0,0.0,0,27450,2.24609375,0.142578125,2.0,1.0,9,48,10,1051.44860839844,347.912139892578,0,1,faces,female,0,1,objects,P,big,VS,O,189,E04,789.654296875,0
1,0.0,0,27508,2.501953125,0.169921875,2.0,1.0,14,65,12,1273.05920410156,272.624542236328,0,1,faces,female,1,1,faces,P,male,VS,I,191,E04,798.052734375,0
0,0.0,0,27509,2.69140625,0.1015625,3.0,1.0,12,56,13,1196.83215332031,265.905975341797,0,1,faces,male,1,1,faces,P,male,VS,I,191,E04,798.052734375,0
0,0.0,0,27512,3.248046875,0.201171875,5.0,0.0,9,47,16,1075.36364746094,198.334991455078,0,1,objects,small,1,1,faces,P,male,VS,I,191,E04,798.052734375,0
0,0.0,0,27513,3.46875,0.58984375,6.0,0.0,13,57,17,1170.49011230469,290.744750976562,0,1,faces,male,1,1,faces,P,male,VS,I,191,E04,798.052734375,0
0,0.0,0,27542,0.994140625,0.18359375,3.0,1.0,8,45,4,979.439331054688,981.767150878906,0,1,faces,male,1,1,faces,P,female,VS,F,193,E04,806.451171875,0
0,0.0,0,27553,0.4375,0.21875,2.0,1.0,5,31,3,884.386047363281,446.360076904297,0,1,faces,female,0,1,objects,A,big,VS,O,194,E04,810.650390625,0
0,0.0,1,27554,0.697265625,0.1640625,3.0,1.0,9,53,4,1040.30078125,873.84375,0,1,faces,female,0,1,objects,A,big,VS,O,194,E04,810.650390625,0
0,0.0,0,27556,0.998046875,0.28125,4.0,1.0,4,30,6,871.090576171875,330.675170898438,0,1,objects,small,0,1,objects,A,big,VS,O,194,E04,810.650390625,0
0,0.0,0,27557,1.4609375,0.181640625,5.0,0.0,6,36,7,832.791015625,975.75048828125,0,1,objects,big,0,1,objects,A,big,VS,O,194,E04,810.650390625,0
0,0.0,0,27558,1.705078125,0.33984375,6.0,0.0,10,57,8,1203.94372558594,335.499114990234,0,1,faces,female,0,1,objects,A,big,VS,O,194,E04,810.650390625,0
0,0.0,0,27559,2.064453125,0.130859375,7.0,0.0,12,66,9,1301.84594726562,306.309265136719,0,1,faces,male,0,1,objects,A,big,VS,O,194,E04,810.650390625,0
0,0.0,0,27560,2.21875,0.1640625,8.0,0.0,11,58,10,1188.82727050781,427.170166015625,0,1,objects,big,0,1,objects,A,big,VS,O,194,E04,810.650390625,0
0,0.0,0,27561,2.41796875,0.251953125,9.0,0.0,8,47,11,1071.06164550781,248.40803527832,0,1,objects,big,0,1,objects,A,big,VS,O,194,E04,810.650390625,0
0,0.0,0,27562,2.71875,0.28515625,10.0,0.0,13,71,12,1282.54431152344,836.589599609375,0,1,faces,male,0,1,objects,A,big,VS,O,194,E04,810.650390625,0
