refix,pretarget,multifix,urevent,tonset,dur_added,rank,first_rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency,Nrank,N_subj_rank,NC_subj_rank,NC_rank,VSNT_EX,isEX
0,1,0,25651,1.53125,0.17578125,4,1,5,21,6,755.95458984375,328.913696289062,0,1,faces,female,0,1,faces,A,male,VS,I,69,E12,285.748046875,0.2222222222222222,0.18181818181818182,-0.3181818181818182,-0.2777777777777778,1,0
0,1,0,25652,1.759765625,0.244140625,5,0,4,19,7,719.637634277344,138.241149902344,0,1,faces,male,0,1,faces,A,male,VS,I,69,E12,285.748046875,0.3333333333333333,0.2727272727272727,-0.2272727272727273,-0.16666666666666669,1,0
0,1,1,25654,2.326171875,0.123046875,7,0,9,32,9,878.557556152344,494.281951904297,0,1,faces,female,0,1,faces,A,male,VS,I,69,E12,285.748046875,0.5555555555555556,0.45454545454545453,-0.04545454545454547,0.05555555555555558,1,0
0,1,0,25656,2.650390625,0.1328125,8,0,10,33,11,845.36181640625,644.873840332031,0,1,objects,small,0,1,faces,A,male,VS,I,69,E12,285.748046875,0.6666666666666666,0.5454545454545454,0.045454545454545414,0.16666666666666663,1,0
0,1,0,25658,3.125,0.10546875,10,0,11,34,13,861.65087890625,707.898559570312,0,1,faces,female,0,1,faces,A,male,VS,I,69,E12,285.748046875,0.8888888888888888,0.7272727272727273,0.2272727272727273,0.38888888888888884,1,0
0,1,0,25660,3.45703125,0.13671875,11,0,15,77,15,1333.99963378906,511.504791259766,0,1,faces,female,0,1,faces,A,male,VS,I,69,E12,285.748046875,1.0,0.8181818181818182,0.31818181818181823,0.5,1,0
1,1,1,25704,1.23828125,0.48046875,2,1,8,33,3,869.020385742188,621.132751464844,0,1,objects,small,0,1,faces,A,male,EX,F,71,E12,294.146484375,0.0,0.0,-0.5,-0.5,0,1
0,1,0,25709,3.263671875,0.390625,4,1,10,51,8,1059.22082519531,687.548278808594,0,1,objects,big,0,1,faces,A,male,EX,F,71,E12,294.146484375,0.6666666666666666,0.18181818181818182,-0.3181818181818182,0.16666666666666663,0,1
0,1,0,25710,3.68359375,0.58203125,5,0,11,52,9,1063.55419921875,700.287780761719,0,1,objects,small,0,1,faces,A,male,EX,F,71,E12,294.146484375,1.0,0.2727272727272727,-0.2272727272727273,0.5,0,1
1,1,0,26000,0.962890625,0.150390625,2,1,3,11,5,651.965270996094,232.763977050781,0,1,objects,small,0,1,objects,A,small,VS,O,74,E12,306.744140625,0.0,0.0,-0.5,-0.5,1,0
0,1,0,26001,1.1796875,0.146484375,3,1,6,31,6,850.327026367188,408.352294921875,0,1,faces,male,0,1,objects,A,small,VS,O,74,E12,306.744140625,0.16666666666666666,0.09090909090909091,-0.40909090909090906,-0.33333333333333337,1,0
0,1,0,26007,2.61328125,0.201171875,5,0,14,71,12,1234.70886230469,850.698669433594,0,1,objects,big,0,1,objects,A,small,VS,O,74,E12,306.744140625,0.5,0.2727272727272727,-0.2272727272727273,0.0,1,0
0,1,0,26008,2.892578125,0.1796875,6,0,8,34,13,864.671813964844,768.034790039062,0,1,faces,female,0,1,objects,A,small,VS,O,74,E12,306.744140625,0.6666666666666666,0.36363636363636365,-0.13636363636363635,0.16666666666666663,1,0
0,1,1,26009,3.123046875,0.173828125,7,0,7,33,14,819.084594726562,597.950378417969,0,1,objects,big,0,1,objects,A,small,VS,O,74,E12,306.744140625,0.8333333333333334,0.45454545454545453,-0.04545454545454547,0.33333333333333337,1,0
0,1,1,26011,3.53125,0.24609375,8,0,1,7,16,510.686767578125,708.762634277344,0,1,objects,small,0,1,objects,A,small,VS,O,74,E12,306.744140625,1.0,0.5454545454545454,0.045454545454545414,0.5,1,0
0,1,0,26029,0.9296875,0.21875,2,1,8,37,5,937.828430175781,120.813980102539,0,1,objects,small,0,1,objects,A,big,VS,O,75,E12,310.943359375,0.0,0.0,-0.5,-0.5,1,0
0,1,0,26030,1.212890625,0.23828125,3,1,11,55,6,1123.83410644531,122.118232727051,0,1,objects,big,0,1,objects,A,big,VS,O,75,E12,310.943359375,0.14285714285714285,0.09090909090909091,-0.40909090909090906,-0.35714285714285715,1,0
0,1,0,26032,1.783203125,0.134765625,4,1,14,78,8,1329.53991699219,662.561706542969,0,1,faces,female,0,1,objects,A,big,VS,O,75,E12,310.943359375,0.2857142857142857,0.18181818181818182,-0.3181818181818182,-0.2142857142857143,1,0
0,1,0,26033,1.98828125,0.12109375,5,0,15,81,9,1320.06506347656,917.535522460938,0,1,faces,female,0,1,objects,A,big,VS,O,75,E12,310.943359375,0.42857142857142855,0.2727272727272727,-0.2272727272727273,-0.07142857142857145,1,0
0,1,0,26034,2.189453125,0.10546875,6,0,9,43,10,996.891174316406,781.119689941406,0,1,objects,small,0,1,objects,A,big,VS,O,75,E12,310.943359375,0.5714285714285714,0.36363636363636365,-0.13636363636363635,0.0714285714285714,1,0
0,1,0,26038,3.078125,0.279296875,8,0,6,30,14,829.843688964844,316.597961425781,0,1,faces,female,0,1,objects,A,big,VS,O,75,E12,310.943359375,0.8571428571428571,0.5454545454545454,0.045454545454545414,0.3571428571428571,1,0
0,1,1,26039,3.43359375,0.220703125,9,0,2,5,15,520.474853515625,526.00927734375,0,1,objects,big,0,1,objects,A,big,VS,O,75,E12,310.943359375,1.0,0.6363636363636364,0.13636363636363635,0.5,1,0
0,1,0,26091,0.623046875,0.162109375,2,1,1,5,3,550.745849609375,557.293701171875,0,1,objects,big,0,1,faces,A,female,VS,I,77,E12,319.341796875,0.0,0.0,-0.5,-0.5,1,0
0,1,1,26092,0.837890625,0.166015625,3,1,3,13,4,625.446472167969,431.617706298828,0,1,faces,male,0,1,faces,A,female,VS,I,77,E12,319.341796875,0.14285714285714285,0.09090909090909091,-0.40909090909090906,-0.35714285714285715,1,0
1,1,1,26095,1.59375,0.1328125,4,1,10,63,7,1117.05383300781,903.809387207031,0,1,faces,female,0,1,faces,A,female,VS,I,77,E12,319.341796875,0.2857142857142857,0.18181818181818182,-0.3181818181818182,-0.2142857142857143,1,0
0,1,1,26097,1.876953125,0.177734375,5,0,15,81,9,1324.63146972656,922.856628417969,0,1,faces,female,0,1,faces,A,female,VS,I,77,E12,319.341796875,0.42857142857142855,0.2727272727272727,-0.2272727272727273,-0.07142857142857145,1,0
0,1,0,26101,2.705078125,0.208984375,7,0,8,45,13,936.564025878906,923.279724121094,0,1,faces,male,0,1,faces,A,female,VS,I,77,E12,319.341796875,0.7142857142857143,0.45454545454545453,-0.04545454545454547,0.2142857142857143,1,0
0,1,1,26103,3.15234375,0.232421875,8,0,14,76,15,1346.07666015625,415.787048339844,0,1,faces,female,0,1,faces,A,female,VS,I,77,E12,319.341796875,0.8571428571428571,0.5454545454545454,0.045454545454545414,0.3571428571428571,1,0
0,1,0,26105,3.654296875,0.2734375,9,0,11,66,17,1249.35998535156,324.348663330078,0,1,faces,male,0,1,faces,A,female,VS,I,77,E12,319.341796875,1.0,0.6363636363636364,0.13636363636363635,0.5,1,0
0,1,0,26118,0.42578125,0.12890625,2,1,9,49,2,1027.43542480469,394.496643066406,0,1,faces,male,0,1,faces,A,female,EX,F,78,E12,323.541015625,0.0,0.0,-0.5,-0.5,0,1
0,1,1,26121,0.90234375,0.138671875,3,1,1,1,5,522.979431152344,91.9736862182617,0,1,faces,female,0,1,faces,A,female,EX,F,78,E12,323.541015625,0.14285714285714285,0.09090909090909091,-0.40909090909090906,-0.35714285714285715,0,1
0,1,0,26122,1.0859375,0.30078125,4,1,3,10,6,613.893920898438,96.0801467895508,0,1,faces,female,0,1,faces,A,female,EX,F,78,E12,323.541015625,0.2857142857142857,0.18181818181818182,-0.3181818181818182,-0.2142857142857143,0,1
0,1,0,26123,1.478515625,0.24609375,5,0,12,58,7,1118.36669921875,470.485534667969,0,1,faces,female,0,1,faces,A,female,EX,F,78,E12,323.541015625,0.42857142857142855,0.2727272727272727,-0.2272727272727273,-0.07142857142857145,0,1
1,1,0,26125,1.931640625,0.2890625,6,0,14,68,9,1252.99499511719,532.916748046875,0,1,faces,male,0,1,faces,A,female,EX,F,78,E12,323.541015625,0.5714285714285714,0.36363636363636365,-0.13636363636363635,0.0714285714285714,0,1
0,1,0,26127,2.478515625,0.19921875,7,0,4,17,11,611.076110839844,835.913269042969,0,1,faces,female,0,1,faces,A,female,EX,F,78,E12,323.541015625,0.7142857142857143,0.45454545454545453,-0.04545454545454547,0.2142857142857143,0,1
0,1,0,26130,3.45703125,0.47265625,9,0,13,60,14,1163.98962402344,636.470092773438,0,1,faces,female,0,1,faces,A,female,EX,F,78,E12,323.541015625,1.0,0.6363636363636364,0.13636363636363635,0.5,0,1
1,1,1,26193,1.412109375,0.197265625,2,1,9,51,5,1057.95739746094,596.079040527344,0,1,faces,female,0,1,faces,A,female,EX,I,81,E12,336.138671875,0.0,0.0,-0.5,-0.5,0,1
0,1,0,26195,1.837890625,0.396484375,3,1,13,60,7,1149.32824707031,613.818969726562,0,1,faces,female,0,1,faces,A,female,EX,I,81,E12,336.138671875,0.25,0.09090909090909091,-0.40909090909090906,-0.25,0,1
0,1,1,26198,3.037109375,0.365234375,5,0,7,35,10,845.209167480469,795.940246582031,0,1,faces,female,0,1,faces,A,female,EX,I,81,E12,336.138671875,0.75,0.2727272727272727,-0.2272727272727273,0.25,0,1
0,1,1,26200,3.6328125,0.119140625,6,0,2,15,12,625.042663574219,623.49462890625,0,1,faces,male,0,1,faces,A,female,EX,I,81,E12,336.138671875,1.0,0.36363636363636365,-0.13636363636363635,0.5,0,1
0,1,1,26247,0.73046875,0.140625,2,1,1,10,4,685.529113769531,125.234092712402,0,1,faces,male,0,1,faces,A,male,VS,I,83,E12,344.537109375,0.0,0.0,-0.5,-0.5,1,0
0,1,0,26252,1.626953125,0.23046875,4,1,6,24,9,715.397888183594,655.120910644531,0,1,faces,female,0,1,faces,A,male,VS,I,83,E12,344.537109375,0.25,0.18181818181818182,-0.3181818181818182,-0.25,1,0
0,1,0,26253,1.9609375,0.1171875,5,0,4,18,10,611.822204589844,963.491088867188,0,1,faces,female,0,1,faces,A,male,VS,I,83,E12,344.537109375,0.375,0.2727272727272727,-0.2272727272727273,-0.125,1,0
0,1,0,26256,2.580078125,0.23828125,6,0,10,52,13,1043.75415039062,747.697387695312,0,1,faces,male,0,1,faces,A,male,VS,I,83,E12,344.537109375,0.5,0.36363636363636365,-0.13636363636363635,0.0,1,0
0,1,0,26257,2.884765625,0.28515625,7,0,12,54,14,1032.06469726562,913.585266113281,0,1,faces,male,0,1,faces,A,male,VS,I,83,E12,344.537109375,0.625,0.45454545454545453,-0.04545454545454547,0.125,1,0
0,1,1,26258,3.236328125,0.12109375,8,0,13,71,15,1241.25378417969,844.822021484375,0,1,objects,big,0,1,faces,A,male,VS,I,83,E12,344.537109375,0.75,0.5454545454545454,0.045454545454545414,0.25,1,0
0,1,0,26260,3.57421875,0.1015625,9,0,15,75,17,1333.42199707031,290.701080322266,0,1,faces,male,0,1,faces,A,male,VS,I,83,E12,344.537109375,0.875,0.6363636363636364,0.13636363636363635,0.375,1,0
0,1,0,26261,3.716796875,0.2109375,10,0,14,74,18,1321.99291992188,228.897735595703,0,1,faces,male,0,1,faces,A,male,VS,I,83,E12,344.537109375,1.0,0.7272727272727273,0.2272727272727273,0.5,1,0
0,1,1,26280,0.71875,0.173828125,2,1,15,77,3,1334.30920410156,496.022857666016,0,1,objects,small,0,1,objects,A,small,EX,O,84,E12,348.736328125,0.0,0.0,-0.5,-0.5,0,1
0,1,1,26286,2.634765625,0.2265625,4,1,6,42,9,958.011596679688,609.145385742188,0,1,faces,female,0,1,objects,A,small,EX,O,84,E12,348.736328125,0.5,0.18181818181818182,-0.3181818181818182,0.0,0,1
0,1,1,26288,3.076171875,0.185546875,5,0,3,25,11,728.344177246094,701.491882324219,0,1,faces,male,0,1,objects,A,small,EX,O,84,E12,348.736328125,0.75,0.2727272727272727,-0.2272727272727273,0.25,0,1
0,1,1,26290,3.525390625,0.15234375,6,0,1,7,13,538.025207519531,711.276794433594,0,1,faces,female,0,1,objects,A,small,EX,O,84,E12,348.736328125,1.0,0.36363636363636365,-0.13636363636363635,0.5,0,1
0,1,1,26369,2.068359375,0.158203125,2,1,13,62,5,1112.30627441406,843.705444335938,0,1,faces,male,0,1,faces,A,male,EX,F,87,E12,361.333984375,0.0,0.0,-0.5,-0.5,0,1
0,1,1,26372,2.705078125,0.109375,3,1,11,53,8,1067.13623046875,804.92041015625,0,1,objects,big,0,1,faces,A,male,EX,F,87,E12,361.333984375,1.0,0.09090909090909091,-0.40909090909090906,0.5,0,1
0,1,0,26507,0.458984375,0.13671875,2,1,14,76,2,1312.20532226562,438.829467773438,0,1,faces,female,0,1,faces,A,male,VS,F,92,E12,382.330078125,0.0,0.0,-0.5,-0.5,1,0
1,1,0,26509,0.826171875,0.166015625,3,1,5,42,4,954.658630371094,643.254760742188,0,1,faces,male,0,1,faces,A,male,VS,F,92,E12,382.330078125,0.1,0.09090909090909091,-0.40909090909090906,-0.4,1,0
0,1,0,26510,1.044921875,0.154296875,4,1,11,60,5,1156.17126464844,657.676147460938,0,1,faces,female,0,1,faces,A,male,VS,F,92,E12,382.330078125,0.2,0.18181818181818182,-0.3181818181818182,-0.3,1,0
0,1,0,26511,1.2734375,0.13671875,5,0,8,54,6,1013.33984375,949.499572753906,0,1,objects,small,0,1,faces,A,male,VS,F,92,E12,382.330078125,0.3,0.2727272727272727,-0.2272727272727273,-0.2,1,0
0,1,0,26512,1.453125,0.134765625,6,0,6,45,7,929.702575683594,945.285705566406,0,1,faces,male,0,1,faces,A,male,VS,F,92,E12,382.330078125,0.4,0.36363636363636365,-0.13636363636363635,-0.09999999999999998,1,0
0,1,0,26513,1.6640625,0.208984375,7,0,2,18,8,616.667846679688,954.043640136719,0,1,faces,female,0,1,faces,A,male,VS,F,92,E12,382.330078125,0.5,0.45454545454545453,-0.04545454545454547,0.0,1,0
0,1,0,26516,2.30078125,0.123046875,8,0,7,46,11,1028.41955566406,148.888488769531,0,1,objects,small,0,1,faces,A,male,VS,F,92,E12,382.330078125,0.6,0.5454545454545454,0.045454545454545414,0.09999999999999998,1,0
0,1,1,26517,2.46484375,0.212890625,9,0,9,55,12,1129.56018066406,148.413009643555,0,1,faces,male,0,1,faces,A,male,VS,F,92,E12,382.330078125,0.7,0.6363636363636364,0.13636363636363635,0.19999999999999996,1,0
0,1,1,26519,2.880859375,0.216796875,10,0,4,41,14,933.425476074219,492.366271972656,0,1,faces,male,0,1,faces,A,male,VS,F,92,E12,382.330078125,0.8,0.7272727272727273,0.2272727272727273,0.30000000000000004,1,0
0,1,0,26522,3.650390625,0.251953125,12,0,15,80,17,1318.35559082031,843.285278320312,0,1,objects,small,0,1,faces,A,male,VS,F,92,E12,382.330078125,1.0,0.9090909090909091,0.40909090909090906,0.5,1,0
0,1,0,26565,2.08984375,0.533203125,2,1,10,52,4,1054.81762695312,736.967712402344,0,1,faces,male,0,1,faces,A,male,EX,I,94,E12,390.728515625,0.0,0.0,-0.5,-0.5,0,1
0,1,1,26566,2.67578125,0.275390625,3,1,13,61,5,1165.04467773438,733.617553710938,0,1,faces,female,0,1,faces,A,male,EX,I,94,E12,390.728515625,1.0,0.09090909090909091,-0.40909090909090906,0.5,0,1
0,1,0,26592,1.025390625,0.162109375,2,1,14,78,5,1362.97973632812,658.389526367188,0,1,faces,female,0,1,faces,A,female,VS,F,95,E12,394.927734375,0.0,0.0,-0.5,-0.5,1,0
0,1,0,26593,1.2578125,0.17578125,3,1,12,75,6,1341.76245117188,333.492004394531,0,1,objects,small,0,1,faces,A,female,VS,F,95,E12,394.927734375,0.14285714285714285,0.09090909090909091,-0.40909090909090906,-0.35714285714285715,1,0
0,1,0,26594,1.484375,0.216796875,4,1,10,65,7,1247.64282226562,242.027893066406,0,1,faces,female,0,1,faces,A,female,VS,F,95,E12,394.927734375,0.2857142857142857,0.18181818181818182,-0.3181818181818182,-0.2142857142857143,1,0
0,1,0,26595,1.767578125,0.216796875,5,0,13,76,8,1364.34655761719,437.537628173828,0,1,faces,female,0,1,faces,A,female,VS,F,95,E12,394.927734375,0.42857142857142855,0.2727272727272727,-0.2272727272727273,-0.07142857142857145,1,0
0,1,0,26600,2.693359375,0.150390625,6,0,1,2,13,527.145568847656,202.147598266602,0,1,faces,female,0,1,faces,A,female,VS,F,95,E12,394.927734375,0.5714285714285714,0.36363636363636365,-0.13636363636363635,0.0714285714285714,1,0
0,1,1,26601,2.92578125,0.119140625,7,0,5,32,14,867.096862792969,577.185607910156,0,1,faces,male,0,1,faces,A,female,VS,F,95,E12,394.927734375,0.7142857142857143,0.45454545454545453,-0.04545454545454547,0.2142857142857143,1,0
0,1,0,26603,3.287109375,0.197265625,8,0,6,36,16,829.179321289062,968.4140625,0,1,faces,male,0,1,faces,A,female,VS,F,95,E12,394.927734375,0.8571428571428571,0.5454545454545454,0.045454545454545414,0.3571428571428571,1,0
0,1,1,26604,3.55859375,0.15234375,9,0,11,72,17,1212.50915527344,934.640014648438,0,1,faces,male,0,1,faces,A,female,VS,F,95,E12,394.927734375,1.0,0.6363636363636364,0.13636363636363635,0.5,1,0
0,1,0,26733,0.78125,0.216796875,2,1,1,4,4,522.561706542969,402.534790039062,0,1,objects,big,0,1,faces,A,female,EX,F,99,E12,411.724609375,0.0,0.0,-0.5,-0.5,0,1
0,1,0,26734,1.05859375,0.109375,3,1,4,11,5,610.501342773438,221.261795043945,0,1,faces,female,0,1,faces,A,female,EX,F,99,E12,411.724609375,0.2,0.09090909090909091,-0.40909090909090906,-0.3,0,1
1,1,1,26736,1.908203125,0.408203125,4,1,5,40,7,948.69970703125,412.751678466797,0,1,objects,small,0,1,faces,A,female,EX,F,99,E12,411.724609375,0.4,0.18181818181818182,-0.3181818181818182,-0.09999999999999998,0,1
0,1,0,26738,2.578125,0.12890625,5,0,6,41,9,950.335754394531,503.439147949219,0,1,objects,small,0,1,faces,A,female,EX,F,99,E12,411.724609375,0.6,0.2727272727272727,-0.2272727272727273,0.09999999999999998,0,1
0,1,1,26740,3.609375,0.162109375,7,0,9,49,11,1011.8251953125,423.041229248047,0,1,faces,female,0,1,faces,A,female,EX,F,99,E12,411.724609375,1.0,0.45454545454545453,-0.04545454545454547,0.5,0,1
0,1,1,26800,0.83984375,0.109375,2,1,9,58,4,1132.08581542969,419.330169677734,0,1,faces,female,0,1,faces,A,female,EX,I,101,E12,420.123046875,0.0,0.0,-0.5,-0.5,0,1
0,1,0,26803,1.890625,0.333984375,3,1,6,49,7,1041.69396972656,418.774108886719,0,1,faces,male,0,1,faces,A,female,EX,I,101,E12,420.123046875,0.25,0.09090909090909091,-0.40909090909090906,-0.25,0,1
0,1,0,26804,2.275390625,0.66015625,4,1,5,41,8,948.398498535156,516.568908691406,0,1,objects,big,0,1,faces,A,female,EX,I,101,E12,420.123046875,0.5,0.18181818181818182,-0.3181818181818182,0.0,0,1
0,1,0,26805,2.98828125,0.357421875,5,0,7,51,9,1066.89868164062,622.54296875,0,1,objects,big,0,1,faces,A,female,EX,I,101,E12,420.123046875,0.75,0.2727272727272727,-0.2272727272727273,0.25,0,1
0,1,1,26806,3.40234375,0.22265625,6,0,3,34,10,849.031372070312,703.35791015625,0,1,faces,male,0,1,faces,A,female,EX,I,101,E12,420.123046875,1.0,0.36363636363636365,-0.13636363636363635,0.5,0,1
0,1,0,26900,1.322265625,0.18359375,2,1,15,76,5,1321.01000976562,437.301544189453,0,1,faces,male,0,1,objects,A,big,EX,O,104,E12,432.720703125,0.0,0.0,-0.5,-0.5,0,1
0,1,0,26902,1.7421875,0.20703125,3,1,5,41,7,941.416625976562,512.52734375,0,1,faces,male,0,1,objects,A,big,EX,O,104,E12,432.720703125,1.0,0.09090909090909091,-0.40909090909090906,0.5,0,1
0,1,0,26951,0.544921875,0.10546875,2,1,11,66,2,1211.38073730469,306.903778076172,0,1,faces,male,0,1,faces,A,female,VS,F,106,E12,441.119140625,0.0,0.0,-0.5,-0.5,1,0
1,1,0,26952,0.728515625,0.21875,3,1,10,64,3,1252.67102050781,118.37784576416,0,1,faces,female,0,1,faces,A,female,VS,F,106,E12,441.119140625,0.14285714285714285,0.09090909090909091,-0.40909090909090906,-0.35714285714285715,1,0
0,1,0,26954,1.16015625,0.130859375,4,1,5,28,5,851.472106933594,101.906829833984,0,1,faces,male,0,1,faces,A,female,VS,F,106,E12,441.119140625,0.2857142857142857,0.18181818181818182,-0.3181818181818182,-0.2142857142857143,1,0
0,1,0,26955,1.44140625,0.1953125,5,0,1,4,6,537.632446289062,415.516571044922,0,1,faces,female,0,1,faces,A,female,VS,F,106,E12,441.119140625,0.42857142857142855,0.2727272727272727,-0.2272727272727273,-0.07142857142857145,1,0
0,1,0,26957,1.837890625,0.130859375,6,0,4,26,8,734.711242675781,821.621337890625,0,1,objects,big,0,1,faces,A,female,VS,F,106,E12,441.119140625,0.5714285714285714,0.36363636363636365,-0.13636363636363635,0.0714285714285714,1,0
0,1,0,26958,2.01953125,0.185546875,7,0,6,35,9,832.140075683594,808.033325195312,0,1,faces,female,0,1,faces,A,female,VS,F,106,E12,441.119140625,0.7142857142857143,0.45454545454545453,-0.04545454545454547,0.2142857142857143,1,0
0,1,1,26959,2.28125,0.1171875,8,0,13,71,10,1224.50500488281,796.137512207031,0,1,faces,female,0,1,faces,A,female,VS,F,106,E12,441.119140625,0.8571428571428571,0.5454545454545454,0.045454545454545414,0.3571428571428571,1,0
0,1,0,26961,2.638671875,0.169921875,9,0,12,69,12,1279.2666015625,645.157043457031,0,1,objects,big,0,1,faces,A,female,VS,F,106,E12,441.119140625,1.0,0.6363636363636364,0.13636363636363635,0.5,1,0
0,1,0,27016,0.61328125,0.158203125,2,1,8,38,3,1002.19866943359,221.73388671875,0,1,objects,big,0,1,faces,A,female,VS,I,108,E12,449.517578125,0.0,0.0,-0.5,-0.5,1,0
1,1,1,27019,1.193359375,0.15234375,3,1,3,19,6,719.109497070312,107.519340515137,0,1,faces,female,0,1,faces,A,female,VS,I,108,E12,449.517578125,0.16666666666666666,0.09090909090909091,-0.40909090909090906,-0.33333333333333337,1,0
0,1,0,27023,2.001953125,0.201171875,5,0,4,22,10,744.049133300781,420.691223144531,0,1,faces,female,0,1,faces,A,female,VS,I,108,E12,449.517578125,0.5,0.2727272727272727,-0.2272727272727273,0.0,1,0
0,1,0,27024,2.275390625,0.21875,6,0,5,26,11,735.433166503906,808.522155761719,0,1,faces,female,0,1,faces,A,female,VS,I,108,E12,449.517578125,0.6666666666666666,0.36363636363636365,-0.13636363636363635,0.16666666666666663,1,0
0,1,0,27025,2.544921875,0.15625,7,0,7,36,12,831.09326171875,912.664855957031,0,1,faces,female,0,1,faces,A,female,VS,I,108,E12,449.517578125,0.8333333333333334,0.45454545454545453,-0.04545454545454547,0.33333333333333337,1,0
0,1,0,27027,2.986328125,0.138671875,8,0,15,77,14,1333.87573242188,534.109680175781,0,1,faces,male,0,1,faces,A,female,VS,I,108,E12,449.517578125,1.0,0.5454545454545454,0.045454545454545414,0.5,1,0
0,1,1,27053,0.724609375,0.13671875,2,1,10,57,3,1182.58288574219,377.934173583984,0,1,faces,male,0,1,faces,A,male,VS,F,109,E12,453.716796875,0.0,0.0,-0.5,-0.5,1,0
0,1,0,27057,1.486328125,0.107421875,3,1,15,72,7,1242.78381347656,940.332458496094,0,1,objects,big,0,1,faces,A,male,VS,F,109,E12,453.716796875,0.2,0.09090909090909091,-0.40909090909090906,-0.3,1,0
0,1,0,27060,1.986328125,0.23046875,4,1,5,23,10,713.689636230469,559.647827148438,0,1,objects,big,0,1,faces,A,male,VS,F,109,E12,453.716796875,0.4,0.18181818181818182,-0.3181818181818182,-0.09999999999999998,1,0
1,1,0,27064,2.984375,0.10546875,5,0,4,21,14,711.777893066406,385.595275878906,0,1,faces,female,0,1,faces,A,male,VS,F,109,E12,453.716796875,0.6,0.2727272727272727,-0.2272727272727273,0.09999999999999998,1,0
0,1,0,27067,3.4765625,0.287109375,7,0,6,24,17,731.554382324219,608.707458496094,0,1,faces,female,0,1,faces,A,male,VS,F,109,E12,453.716796875,1.0,0.45454545454545453,-0.04545454545454547,0.5,1,0
0,1,1,27086,0.537109375,0.1171875,2,1,8,58,2,1166.59912109375,455.408294677734,0,1,objects,small,0,1,objects,A,big,VS,O,110,E12,457.916015625,0.0,0.0,-0.5,-0.5,1,0
0,1,0,27088,0.88671875,0.21875,3,1,15,79,4,1358.732421875,705.200073242188,0,1,objects,big,0,1,objects,A,big,VS,O,110,E12,457.916015625,0.1111111111111111,0.09090909090909091,-0.40909090909090906,-0.3888888888888889,1,0
0,1,0,27090,1.326171875,0.123046875,4,1,11,69,6,1230.20007324219,611.880432128906,0,1,faces,male,0,1,objects,A,big,VS,O,110,E12,457.916015625,0.2222222222222222,0.18181818181818182,-0.3181818181818182,-0.2777777777777778,1,0
0,1,0,27094,2.16015625,0.18359375,6,0,5,46,10,1084.78247070312,90.0761489868164,0,1,faces,female,0,1,objects,A,big,VS,O,110,E12,457.916015625,0.4444444444444444,0.36363636363636365,-0.13636363636363635,-0.05555555555555558,1,0
0,1,0,27095,2.439453125,0.2109375,7,0,7,56,11,1141.89147949219,195.40251159668,0,1,faces,male,0,1,objects,A,big,VS,O,110,E12,457.916015625,0.5555555555555556,0.45454545454545453,-0.04545454545454547,0.05555555555555558,1,0
0,1,1,27096,2.740234375,0.185546875,8,0,4,33,12,853.836608886719,595.122131347656,0,1,objects,small,0,1,objects,A,big,VS,O,110,E12,457.916015625,0.6666666666666666,0.5454545454545454,0.045454545454545414,0.16666666666666663,1,0
0,1,1,27098,3.123046875,0.12890625,9,0,14,73,14,1326.57958984375,146.906875610352,0,1,faces,female,0,1,objects,A,big,VS,O,110,E12,457.916015625,0.7777777777777778,0.6363636363636364,0.13636363636363635,0.2777777777777778,1,0
0,1,0,27100,3.4375,0.2109375,10,0,3,30,16,845.442932128906,301.785400390625,0,1,objects,big,0,1,objects,A,big,VS,O,110,E12,457.916015625,0.8888888888888888,0.7272727272727273,0.2272727272727273,0.38888888888888884,1,0
0,1,1,27101,3.7578125,0.11328125,11,0,12,70,17,1221.68347167969,742.324951171875,0,1,faces,female,0,1,objects,A,big,VS,O,110,E12,457.916015625,1.0,0.8181818181818182,0.31818181818181823,0.5,1,0
0,1,0,27122,1.11328125,0.21484375,2,1,13,53,6,1066.66687011719,807.524597167969,0,1,objects,big,0,1,objects,A,small,VS,O,111,E12,462.115234375,0.0,0.0,-0.5,-0.5,1,0
0,1,0,27127,2.3203125,0.115234375,3,1,11,39,11,915.645202636719,310.133483886719,0,1,faces,female,0,1,objects,A,small,VS,O,111,E12,462.115234375,0.25,0.09090909090909091,-0.40909090909090906,-0.25,1,0
0,1,0,27128,2.505859375,0.12890625,4,1,7,32,12,826.67626953125,578.90234375,0,1,faces,female,0,1,objects,A,small,VS,O,111,E12,462.115234375,0.5,0.18181818181818182,-0.3181818181818182,0.0,1,0
0,1,1,27129,2.728515625,0.111328125,5,0,10,37,13,942.858093261719,137.226272583008,0,1,objects,small,0,1,objects,A,small,VS,O,111,E12,462.115234375,0.75,0.2727272727272727,-0.2272727272727273,0.25,1,0
0,1,0,27131,3.068359375,0.224609375,6,0,15,75,15,1365.36413574219,325.516937255859,0,1,faces,male,0,1,objects,A,small,VS,O,111,E12,462.115234375,1.0,0.36363636363636365,-0.13636363636363635,0.5,1,0
0,1,0,27152,2.38671875,0.28125,2,1,5,30,4,825.281433105469,296.61083984375,0,1,objects,small,0,1,faces,A,male,EX,F,112,E12,466.314453125,0.0,0.0,-0.5,-0.5,0,1
